issn_l,cr_year,jn_all
0007-0874,2019,89
0007-0874,2020,63
0007-0874,2021,71
0007-0874,2022,49
0007-0874,2023,108
0007-0882,2019,46
0007-0882,2020,58
0007-0882,2021,77
0007-0882,2022,77
0007-0882,2023,104
0007-0904,2019,59
0007-0904,2020,46
0007-0904,2021,48
0007-0904,2022,65
0007-0904,2023,76
0007-0912,2019,472
0007-0912,2020,567
0007-0912,2021,514
0007-0912,2022,466
0007-0912,2023,507
0007-0920,2019,333
0007-0920,2020,510
0007-0920,2021,460
0007-0920,2022,446
0007-0920,2023,419
0007-0955,2019,82
0007-0955,2020,95
0007-0955,2021,137
0007-0955,2022,98
0007-0955,2023,91
0007-0963,2019,1342
0007-0963,2020,899
0007-0963,2021,773
0007-0963,2022,815
0007-0963,2023,629
0007-0998,2019,56
0007-0998,2020,60
0007-0998,2021,76
0007-0998,2022,72
0007-0998,2023,65
0007-1005,2019,49
0007-1005,2020,68
0007-1005,2021,62
0007-1005,2022,40
0007-1005,2023,60
0007-1013,2019,161
0007-1013,2020,151
0007-1013,2021,111
0007-1013,2022,112
0007-1013,2023,119
0007-1048,2019,571
0007-1048,2020,860
0007-1048,2021,720
0007-1048,2022,574
0007-1048,2023,623
0007-1080,2019,60
0007-1080,2020,69
0007-1080,2021,72
0007-1080,2022,61
0007-1080,2023,54
0007-1102,2019,31
0007-1102,2020,22
0007-1102,2021,24
0007-1102,2022,31
0007-1102,2023,33
0007-1145,2019,376
0007-1145,2020,521
0007-1145,2021,506
0007-1145,2022,407
0007-1145,2023,307
0007-1161,2019,337
0007-1161,2020,444
0007-1161,2021,329
0007-1161,2022,240
0007-1161,2023,166
0007-1188,2019,291
0007-1188,2020,408
0007-1188,2021,344
0007-1188,2022,248
0007-1188,2023,235
0007-1234,2019,72
0007-1234,2020,85
0007-1234,2021,98
0007-1234,2022,78
0007-1234,2023,77
0007-1250,2019,291
0007-1250,2020,241
0007-1250,2021,196
0007-1250,2022,216
0007-1250,2023,202
0007-1269,2019,63
0007-1269,2020,43
0007-1269,2021,60
0007-1269,2022,66
0007-1269,2023,53
0007-1285,2019,383
0007-1285,2020,351
0007-1285,2021,438
0007-1285,2022,274
0007-1285,2023,383
0007-1315,2019,79
0007-1315,2020,71
0007-1315,2021,99
0007-1315,2022,65
0007-1315,2023,78
0007-1323,2019,337
0007-1323,2020,562
0007-1323,2021,524
0007-1323,2022,426
0007-1323,2023,410
0007-1420,2019,38
0007-1420,2020,39
0007-1420,2021,37
0007-1420,2022,34
0007-1420,2023,38
0007-1668,2019,105
0007-1668,2020,107
0007-1668,2021,112
0007-1668,2022,84
0007-1668,2023,72
0007-1773,2019,31
0007-1773,2020,36
0007-1773,2021,21
0007-1773,2022,26
0007-1773,2023,28
0007-196X,2019,45
0007-196X,2020,39
0007-196X,2021,44
0007-196X,2022,45
0007-196X,2023,36
0007-4497,2019,39
0007-4497,2020,56
0007-4497,2021,100
0007-4497,2022,75
0007-4497,2023,95
0007-4551,2019,150
0007-4551,2020,180
0007-4551,2021,189
0007-4551,2022,194
0007-4551,2023,199
0007-4853,2019,89
0007-4853,2020,82
0007-4853,2021,98
0007-4853,2022,84
0007-4853,2023,64
0007-4861,2019,251
0007-4861,2020,287
0007-4861,2021,353
0007-4861,2022,253
0007-4861,2023,174
0007-4888,2019,359
0007-4888,2020,355
0007-4888,2021,325
0007-4888,2022,315
0007-4888,2023,319
0007-4918,2019,27
0007-4918,2020,27
0007-4918,2021,27
0007-4918,2022,26
0007-4918,2023,28
0007-5027,2019,103
0007-5027,2020,117
0007-5027,2021,119
0007-5027,2022,161
0007-5027,2023,128
0007-6503,2019,34
0007-6503,2020,55
0007-6503,2021,33
0007-6503,2022,61
0007-6503,2023,57
0007-666X,2019,46
0007-666X,2020,42
0007-666X,2021,49
0007-666X,2022,50
0007-666X,2023,43
0007-6791,2019,101
0007-6791,2020,120
0007-6791,2021,75
0007-6791,2022,73
0007-6791,2023,72
0007-6805,2019,119
0007-6805,2020,85
0007-6805,2021,107
0007-6805,2022,114
0007-6805,2023,105
0007-6813,2019,84
0007-6813,2020,79
0007-6813,2021,80
0007-6813,2022,75
0007-6813,2023,84
0007-7704,2019,47
0007-7704,2020,58
0007-7704,2021,70
0007-7704,2022,54
0007-7704,2023,49
0007-8506,2019,161
0007-8506,2020,144
0007-8506,2021,126
0007-8506,2022,137
0007-8506,2023,138
0007-9960,2019,58
0007-9960,2020,51
0007-9960,2021,52
0007-9960,2022,55
0007-9960,2023,48
0008-0624,2019,52
0008-0624,2020,38
0008-0624,2021,62
0008-0624,2022,48
0008-0624,2023,58
0008-0683,2019,8
0008-0683,2020,11
0008-0683,2021,12
0008-0683,2022,9
0008-0683,2023,21
0008-1256,2019,24
0008-1256,2020,32
0008-1256,2021,22
0008-1256,2022,25
0008-1256,2023,29
0008-1973,2019,95
0008-1973,2020,83
0008-1973,2021,79
0008-1973,2022,79
0008-1973,2023,65
0008-199X,2019,43
0008-199X,2020,38
0008-199X,2021,40
0008-199X,2022,35
0008-199X,2023,30
0008-347X,2019,81
0008-347X,2020,83
0008-347X,2021,65
0008-347X,2022,43
0008-347X,2023,39
0008-3658,2019,77
0008-3658,2020,76
0008-3658,2021,63
0008-3658,2022,77
0008-3658,2023,71
0008-3674,2019,168
0008-3674,2020,174
0008-3674,2021,141
0008-3674,2022,171
0008-3674,2023,143
0008-3968,2019,51
0008-3968,2020,76
0008-3968,2021,78
0008-3968,2022,63
0008-3968,2023,60
0008-3976,2019,21
0008-3976,2020,41
0008-3976,2021,35
0008-3976,2022,18
0008-3976,2023,18
0008-3984,2019,110
0008-3984,2020,94
0008-3984,2021,76
0008-3984,2022,63
0008-3984,2023,46
0008-400X,2019,41
0008-400X,2020,55
0008-400X,2021,97
0008-400X,2022,56
0008-400X,2023,72
0008-4034,2019,269
0008-4034,2020,239
0008-4034,2021,300
0008-4034,2022,433
0008-4034,2023,406
0008-4042,2019,113
0008-4042,2020,115
0008-4042,2021,120
0008-4042,2022,106
0008-4042,2023,101
0008-4077,2019,110
0008-4077,2020,98
0008-4077,2021,81
0008-4077,2022,64
0008-4077,2023,82
0008-4085,2019,52
0008-4085,2020,58
0008-4085,2021,58
0008-4085,2022,56
0008-4085,2023,65
0008-4131,2019,47
0008-4131,2020,34
0008-4131,2021,36
0008-4131,2022,37
0008-4131,2023,40
0008-414X,2019,120
0008-414X,2020,79
0008-414X,2021,62
0008-414X,2022,69
0008-414X,2023,91
0008-4166,2019,82
0008-4166,2020,73
0008-4166,2021,83
0008-4166,2022,68
0008-4166,2023,50
0008-4174,2019,54
0008-4174,2020,35
0008-4174,2021,41
0008-4174,2022,47
0008-4174,2023,37
0008-4182,2019,247
0008-4182,2020,187
0008-4182,2021,175
0008-4182,2022,169
0008-4182,2023,256
0008-4204,2019,174
0008-4204,2020,161
0008-4204,2021,140
0008-4204,2022,66
0008-4204,2023,87
0008-4212,2019,153
0008-4212,2020,126
0008-4212,2021,144
0008-4212,2022,119
0008-4212,2023,73
0008-4220,2019,108
0008-4220,2020,78
0008-4220,2021,107
0008-4220,2022,143
0008-4220,2023,49
0008-4239,2019,103
0008-4239,2020,118
0008-4239,2021,105
0008-4239,2022,92
0008-4239,2023,79
0008-4263,2019,111
0008-4263,2020,169
0008-4263,2021,114
0008-4263,2022,131
0008-4263,2023,106
0008-4271,2019,52
0008-4271,2020,47
0008-4271,2021,66
0008-4271,2022,85
0008-4271,2023,54
0008-4298,2019,96
0008-4298,2020,90
0008-4298,2021,96
0008-4298,2022,68
0008-4298,2023,74
0008-4301,2019,142
0008-4301,2020,94
0008-4301,2021,113
0008-4301,2022,80
0008-4301,2023,93
0008-4395,2019,117
0008-4395,2020,108
0008-4395,2021,86
0008-4395,2022,77
0008-4395,2023,100
0008-4433,2019,23
0008-4433,2020,34
0008-4433,2021,37
0008-4433,2022,110
0008-4433,2023,125
0008-4840,2019,36
0008-4840,2020,36
0008-4840,2021,38
0008-4840,2022,45
0008-4840,2023,33
0008-5006,2019,54
0008-5006,2020,58
0008-5006,2021,56
0008-5006,2022,80
0008-5006,2023,86
0008-5030,2019,14
0008-5030,2020,14
0008-5030,2021,16
0008-5030,2022,21
0008-5030,2023,15
0008-543X,2019,629
0008-543X,2020,652
0008-543X,2021,623
0008-543X,2022,481
0008-543X,2023,513
0008-6215,2019,228
0008-6215,2020,231
0008-6215,2021,180
0008-6215,2022,180
0008-6215,2023,201
0008-6223,2019,1195
0008-6223,2020,1047
0008-6223,2021,1266
0008-6223,2022,883
0008-6223,2023,1032
0008-6312,2019,123
0008-6312,2020,139
0008-6312,2021,110
0008-6312,2022,73
0008-6312,2023,97
0008-6363,2019,342
0008-6363,2020,339
0008-6363,2021,370
0008-6363,2022,195
0008-6363,2023,185
0008-6495,2019,74
0008-6495,2020,69
0008-6495,2021,62
0008-6495,2022,58
0008-6495,2023,55
0008-6568,2019,56
0008-6568,2020,56
0008-6568,2021,68
0008-6568,2022,50
0008-6568,2023,53
0008-7041,2019,28
0008-7041,2020,35
0008-7041,2021,38
0008-7041,2022,18
0008-7041,2023,26
0008-8749,2019,106
0008-8749,2020,141
0008-8749,2021,112
0008-8749,2022,92
0008-8749,2023,71
0008-8846,2019,274
0008-8846,2020,244
0008-8846,2021,262
0008-8846,2022,305
0008-8846,2023,233
0008-8994,2019,37
0008-8994,2020,104
0008-8994,2021,60
0008-8994,2022,71
0008-8994,2023,28
0008-9389,2019,65
0008-9389,2020,126
0008-9389,2021,165
0008-9389,2022,148
0008-9389,2023,157
0009-0352,2019,115
0009-0352,2020,133
0009-0352,2021,120
0009-0352,2022,115
0009-0352,2023,101
0009-1383,2019,54
0009-1383,2020,71
0009-1383,2021,64
0009-1383,2022,49
0009-1383,2023,51
0009-2347,2020,541
0009-2347,2021,1961
0009-2347,2022,1757
0009-2347,2023,1120
0009-2355,2019,154
0009-2355,2020,147
0009-2355,2021,168
0009-2355,2022,156
0009-2355,2023,142
0009-2509,2019,784
0009-2509,2020,628
0009-2509,2021,817
0009-2509,2022,1012
0009-2509,2023,1013
0009-2541,2019,420
0009-2541,2020,376
0009-2541,2021,453
0009-2541,2022,359
0009-2541,2023,399
0009-2614,2019,817
0009-2614,2020,1053
0009-2614,2021,884
0009-2614,2022,847
0009-2614,2023,634
0009-2665,2019,276
0009-2665,2020,334
0009-2665,2021,362
0009-2665,2022,300
0009-2665,2023,279
0009-2673,2019,201
0009-2673,2020,231
0009-2673,2021,231
0009-2673,2022,205
0009-2673,2023,187
0009-2797,2019,382
0009-2797,2020,278
0009-2797,2021,245
0009-2797,2022,400
0009-2797,2023,384
0009-2819,2019,52
0009-2819,2020,71
0009-2819,2021,80
0009-2819,2022,44
0009-2819,2023,74
0009-286X,2019,273
0009-286X,2020,716
0009-286X,2021,293
0009-286X,2022,642
0009-286X,2023,243
0009-3084,2019,112
0009-3084,2020,100
0009-3084,2021,84
0009-3084,2022,42
0009-3084,2023,37
0009-3092,2019,105
0009-3092,2020,119
0009-3092,2021,118
0009-3092,2022,145
0009-3092,2023,160
0009-3122,2019,204
0009-3122,2020,241
0009-3122,2021,183
0009-3122,2022,106
0009-3122,2023,126
0009-3130,2019,333
0009-3130,2020,331
0009-3130,2021,320
0009-3130,2022,319
0009-3130,2023,333
0009-3157,2019,41
0009-3157,2020,30
0009-3157,2021,47
0009-3157,2022,41
0009-3157,2023,34
0009-3920,2019,142
0009-3920,2020,126
0009-3920,2021,240
0009-3920,2022,154
0009-3920,2023,173
0009-398X,2019,90
0009-398X,2020,148
0009-398X,2021,193
0009-398X,2022,194
0009-398X,2023,156
0009-4056,2019,75
0009-4056,2020,71
0009-4056,2021,74
0009-4056,2022,75
0009-4056,2023,75
0009-4455,2019,45
0009-4455,2020,42
0009-4455,2021,48
0009-4455,2022,33
0009-4455,2023,41
0009-4536,2019,256
0009-4536,2020,227
0009-4536,2021,219
0009-4536,2022,217
0009-4536,2023,206
0009-4722,2019,205
0009-4722,2020,211
0009-4722,2021,217
0009-4722,2022,51
0009-5893,2019,162
0009-5893,2020,140
0009-5893,2021,121
0009-5893,2022,118
0009-5893,2023,74
0009-5915,2019,41
0009-5915,2020,17
0009-5915,2021,19
0009-5915,2022,17
0009-5915,2023,28
0009-6407,2019,222
0009-6407,2020,265
0009-6407,2021,280
0009-6407,2022,281
0009-6407,2023,292
0009-725X,2019,80
0009-725X,2020,100
0009-725X,2021,108
0009-725X,2022,156
0009-725X,2023,133
0009-7322,2019,917
0009-7322,2020,830
0009-7322,2021,748
0009-7322,2022,593
0009-7322,2023,570
0009-7330,2019,424
0009-7330,2020,386
0009-7330,2021,330
0009-7330,2022,297
0009-7330,2023,287
0009-739X,2019,157
0009-739X,2020,175
0009-739X,2021,198
0009-739X,2022,208
0009-739X,2023,217
0009-8388,2019,95
0009-8388,2020,93
0009-8388,2021,83
0009-8388,2022,88
0009-8388,2023,104
0009-840X,2019,225
0009-840X,2020,217
0009-840X,2021,340
0009-840X,2022,306
0009-840X,2023,257
0009-8558,2019,49
0009-8558,2020,49
0009-8558,2021,40
0009-8558,2022,36
0009-8558,2023,33
0009-8604,2019,50
0009-8604,2020,51
0009-8604,2021,62
0009-8604,2022,61
0009-8604,2023,41
0009-8655,2019,37
0009-8655,2020,59
0009-8655,2021,22
0009-8655,2022,31
0009-8655,2023,22
0009-8981,2019,400
0009-8981,2020,555
0009-8981,2021,369
0009-8981,2022,332
0009-8981,2023,336
0009-9104,2019,147
0009-9104,2020,142
0009-9104,2021,144
0009-9104,2022,126
0009-9104,2023,137
0009-9120,2019,174
0009-9120,2020,148
0009-9120,2021,157
0009-9120,2022,123
0009-9120,2023,187
0009-9147,2019,333
0009-9147,2020,332
0009-9147,2021,274
0009-9147,2022,235
0009-9147,2023,207
0009-9163,2019,180
0009-9163,2020,195
0009-9163,2021,191
0009-9163,2022,169
0009-9163,2023,179
0009-9201,2019,102
0009-9201,2020,117
0009-9201,2021,89
0009-9201,2022,102
0009-9201,2023,90
0009-921X,2019,524
0009-921X,2020,508
0009-921X,2021,481
0009-921X,2022,427
0009-921X,2023,427
0009-9228,2019,217
0009-9228,2020,201
0009-9228,2021,102
0009-9228,2022,239
0009-9228,2023,321
0009-9236,2019,415
0009-9236,2020,388
0009-9236,2021,351
0009-9236,2022,283
0009-9236,2023,305
0009-9260,2019,421
0009-9260,2020,405
0009-9260,2021,310
0009-9260,2022,495
0009-9260,2023,287
0010-0277,2019,248
0010-0277,2020,308
0010-0277,2021,348
0010-0277,2022,255
0010-0277,2023,276
0010-0285,2019,30
0010-0285,2020,34
0010-0285,2021,23
0010-0285,2022,26
0010-0285,2023,33
0010-0757,2019,38
0010-0757,2020,29
0010-0757,2021,39
0010-0757,2022,44
0010-0757,2023,41
0010-2180,2019,460
0010-2180,2020,483
0010-2180,2021,516
0010-2180,2022,638
0010-2180,2023,528
0010-2202,2019,220
0010-2202,2020,201
0010-2202,2021,159
0010-2202,2022,217
0010-2202,2023,238
0010-3616,2019,358
0010-3616,2020,264
0010-3616,2021,341
0010-3616,2022,331
0010-3616,2023,262
0010-3624,2019,239
0010-3624,2020,230
0010-3624,2021,225
0010-3624,2022,290
0010-3624,2023,196
0010-3640,2019,60
0010-3640,2020,76
0010-3640,2021,53
0010-3640,2022,37
0010-3640,2023,91
0010-3802,2019,31
0010-3802,2020,73
0010-3802,2021,50
0010-3802,2022,49
0010-3802,2023,37
0010-3853,2019,167
0010-3853,2020,217
0010-3853,2021,172
0010-3853,2022,151
0010-3853,2023,144
0010-4140,2019,67
0010-4140,2020,70
0010-4140,2021,70
0010-4140,2022,84
0010-4140,2023,94
0010-4175,2019,35
0010-4175,2020,42
0010-4175,2021,51
0010-4175,2022,52
0010-4175,2023,45
0010-437X,2019,101
0010-437X,2020,84
0010-437X,2021,90
0010-437X,2022,84
0010-437X,2023,100
0010-4485,2019,106
0010-4485,2020,75
0010-4485,2021,83
0010-4485,2022,115
0010-4485,2023,108
0010-4620,2019,154
0010-4620,2020,189
0010-4620,2021,235
0010-4620,2022,201
0010-4620,2023,141
0010-4655,2019,294
0010-4655,2020,258
0010-4655,2021,335
0010-4655,2022,288
0010-4655,2023,303
0010-4825,2019,348
0010-4825,2020,384
0010-4825,2021,788
0010-4825,2022,1119
0010-4825,2023,1198
0010-485X,2019,80
0010-485X,2020,96
0010-485X,2021,152
0010-485X,2022,120
0010-485X,2023,101
0010-5082,2019,93
0010-5082,2020,84
0010-5082,2021,81
0010-5082,2022,82
0010-5082,2023,91
0010-5422,2019,80
0010-5422,2020,69
0010-5422,2021,41
0010-5422,2022,31
0010-5422,2023,34
0010-7514,2019,141
0010-7514,2020,75
0010-7514,2021,88
0010-7514,2022,49
0010-7514,2023,37
0010-7530,2019,35
0010-7530,2020,31
0010-7530,2021,31
0010-7530,2022,51
0010-7530,2023,34
0010-7824,2019,187
0010-7824,2020,280
0010-7824,2021,315
0010-7824,2022,320
0010-7824,2023,308
0010-7999,2019,108
0010-7999,2020,108
0010-7999,2021,115
0010-7999,2022,109
0010-7999,2023,99
0010-8367,2019,22
0010-8367,2020,37
0010-8367,2021,23
0010-8367,2022,35
0010-8367,2023,25
0010-8545,2019,275
0010-8545,2020,272
0010-8545,2021,480
0010-8545,2022,434
0010-8545,2023,430
0010-938X,2019,460
0010-938X,2020,691
0010-938X,2021,735
0010-938X,2022,769
0010-938X,2023,681
0010-9452,2019,357
0010-9452,2020,344
0010-9452,2021,307
0010-9452,2022,246
0010-9452,2023,208
0010-9525,2019,51
0010-9525,2020,51
0010-9525,2021,58
0010-9525,2022,53
0010-9525,2023,59
0011-0000,2019,62
0011-0000,2020,57
0011-0000,2021,50
0011-0000,2022,65
0011-0000,2023,52
0011-0035,2019,26
0011-0035,2020,29
0011-0035,2021,32
0011-0035,2022,34
0011-0035,2023,33
0011-1287,2019,59
0011-1287,2020,106
0011-1287,2021,122
0011-1287,2022,188
0011-1287,2023,132
0011-1384,2019,34
0011-1384,2020,23
0011-1384,2021,30
0011-1384,2022,24
0011-1384,2023,29
0011-1562,2019,68
0011-1562,2020,62
0011-1562,2021,48
0011-1562,2022,50
0011-1562,2023,63
0011-1619,2019,45
0011-1619,2020,87
0011-1619,2021,51
0011-1619,2022,71
0011-1619,2023,70
0011-183X,2019,269
0011-183X,2020,352
0011-183X,2021,281
0011-183X,2022,183
0011-183X,2023,290
0011-216X,2019,102
0011-216X,2020,96
0011-216X,2021,86
0011-216X,2022,82
0011-216X,2023,90
0011-2240,2019,289
0011-2240,2020,360
0011-2240,2021,298
0011-2240,2022,302
0011-2240,2023,279
0011-2275,2019,116
0011-2275,2020,140
0011-2275,2021,114
0011-2275,2022,152
0011-2275,2023,106
0011-3069,2019,62
0011-3069,2020,41
0011-3069,2021,56
0011-3069,2022,57
0011-3069,2023,49
0011-3255,2019,12
0011-3255,2020,12
0011-3255,2021,12
0011-3255,2022,12
0011-3255,2023,12
0011-3840,2019,62
0011-3840,2020,62
0011-3840,2021,60
0011-3840,2022,60
0011-3840,2023,62
0011-3921,2019,50
0011-3921,2020,69
0011-3921,2021,110
0011-3921,2022,72
0011-3921,2023,53
0011-5029,2019,62
0011-5029,2020,86
0011-5029,2021,78
0011-5029,2022,112
0011-5029,2023,74
0011-7315,2019,59
0011-7315,2020,76
0011-7315,2021,49
0011-7315,2022,27
0011-7315,2023,27
0011-8486,2019,320
0011-8486,2020,314
0011-8486,2021,288
0011-8486,2022,272
0011-8486,2023,288
0011-8532,2019,70
0011-8532,2020,71
0011-8532,2021,68
0011-8532,2022,63
0011-8532,2023,129
0011-9059,2019,385
0011-9059,2020,628
0011-9059,2021,610
0011-9059,2022,519
0011-9059,2023,410
0011-9164,2019,296
0011-9164,2020,399
0011-9164,2021,420
0011-9164,2022,590
0011-9164,2023,679
0012-0456,2019,17
0012-0456,2020,13
0012-0456,2021,19
0012-0456,2022,20
0012-0456,2023,12
0012-0472,2019,574
0012-0472,2020,566
0012-0472,2021,493
0012-0472,2022,457
0012-0472,2023,505
0012-0936,2019,21
0012-0936,2020,24
0012-0936,2021,16
0012-0936,2022,15
0012-0936,2023,87
0012-1045,2019,80
0012-1045,2020,69
0012-1045,2021,87
0012-1045,2022,72
0012-1045,2023,76
0012-1533,2019,29
0012-1533,2020,31
0012-1533,2021,36
0012-1533,2022,29
0012-1533,2023,35
0012-155X,2019,80
0012-155X,2020,56
0012-155X,2021,67
0012-155X,2022,42
0012-155X,2023,54
0012-1592,2019,43
0012-1592,2020,46
0012-1592,2021,51
0012-1592,2022,56
0012-1592,2023,60
0012-1606,2019,223
0012-1606,2020,235
0012-1606,2021,204
0012-1606,2022,180
0012-1606,2023,142
0012-1622,2019,295
0012-1622,2020,311
0012-1622,2021,328
0012-1622,2022,334
0012-1622,2023,322
0012-1630,2019,119
0012-1630,2020,122
0012-1630,2021,130
0012-1630,2022,128
0012-1630,2023,85
0012-1649,2019,312
0012-1649,2020,274
0012-1649,2021,283
0012-1649,2022,330
0012-1649,2023,281
0012-186X,2019,264
0012-186X,2020,268
0012-186X,2021,291
0012-186X,2022,217
0012-186X,2023,205
0012-1924,2019,24
0012-1924,2020,25
0012-1924,2021,20
0012-1924,2022,21
0012-1924,2023,20
0012-2033,2019,78
0012-2033,2020,96
0012-2033,2021,80
0012-2033,2022,58
0012-2033,2023,53
0012-2173,2019,38
0012-2173,2020,49
0012-2173,2021,39
0012-2173,2022,30
0012-2173,2023,44
0012-2661,2019,162
0012-2661,2020,158
0012-2661,2021,156
0012-2661,2022,149
0012-2661,2023,155
0012-2823,2019,132
0012-2823,2020,75
0012-2823,2021,57
0012-2823,2022,63
0012-2823,2023,60
0012-365X,2019,354
0012-365X,2020,423
0012-365X,2021,386
0012-365X,2022,404
0012-365X,2023,446
0012-3692,2019,2716
0012-3692,2020,3484
0012-3692,2021,3082
0012-3692,2022,3154
0012-3692,2023,4355
0012-3706,2019,309
0012-3706,2020,402
0012-3706,2021,323
0012-3706,2022,424
0012-3706,2023,345
0012-4486,2019,70
0012-4486,2020,62
0012-4486,2021,56
0012-4486,2022,50
0012-4486,2023,42
0012-4966,2019,52
0012-4966,2020,55
0012-4966,2021,49
0012-4966,2022,62
0012-4966,2023,82
0012-5008,2019,75
0012-5008,2020,47
0012-5008,2021,40
0012-5008,2022,34
0012-5008,2023,53
0012-5016,2019,46
0012-5016,2020,37
0012-5016,2021,25
0012-5016,2022,20
0012-5016,2023,26
0012-5806,2019,18
0012-5806,2020,24
0012-5806,2021,23
0012-5806,2022,26
0012-5806,2023,34
0012-6543,2019,91
0012-6543,2020,84
0012-6543,2021,82
0012-6543,2022,82
0012-6543,2023,76
0012-6667,2019,199
0012-6667,2020,203
0012-6667,2021,204
0012-6667,2022,158
0012-6667,2023,161
0012-821X,2019,499
0012-821X,2020,540
0012-821X,2021,426
0012-821X,2022,457
0012-821X,2023,388
0012-8252,2019,236
0012-8252,2020,336
0012-8252,2021,307
0012-8252,2022,307
0012-8252,2023,268
0012-8325,2019,26
0012-8775,2019,25
0012-8775,2020,24
0012-8775,2021,24
0012-8775,2022,37
0012-8775,2023,54
0012-9615,2019,48
0012-9615,2020,35
0012-9615,2021,49
0012-9615,2022,51
0012-9615,2023,33
0012-9658,2019,362
0012-9658,2020,291
0012-9658,2021,315
0012-9658,2022,293
0012-9658,2023,282
0012-9682,2019,83
0012-9682,2020,107
0012-9682,2021,114
0012-9682,2022,113
0012-9682,2023,98
0013-0001,2019,43
0013-0001,2020,27
0013-0001,2021,24
0013-0001,2022,25
0013-0001,2023,33
0013-0095,2019,28
0013-0095,2020,27
0013-0095,2021,34
0013-0095,2022,32
0013-0095,2023,28
0013-0117,2019,114
0013-0117,2020,103
0013-0117,2021,86
0013-0117,2022,92
0013-0117,2023,70
0013-0133,2019,76
0013-0133,2020,142
0013-0133,2021,102
0013-0133,2022,95
0013-0133,2023,113
0013-0249,2019,55
0013-0249,2020,59
0013-0249,2021,57
0013-0249,2022,52
0013-0249,2023,59
0013-0427,2019,29
0013-0427,2020,25
0013-0427,2021,39
0013-0427,2022,38
0013-0427,2023,47
0013-063X,2019,23
0013-063X,2020,25
0013-063X,2021,14
0013-063X,2022,21
0013-063X,2023,14
0013-0796,2019,75
0013-0796,2020,91
0013-0796,2021,85
0013-0796,2022,80
0013-0796,2023,72
0013-0915,2019,59
0013-0915,2020,48
0013-0915,2021,70
0013-0915,2022,59
0013-0915,2023,72
0013-1245,2019,44
0013-1245,2020,48
0013-1245,2021,75
0013-1245,2022,54
0013-1245,2023,16
0013-161X,2019,26
0013-161X,2020,19
0013-161X,2021,26
0013-161X,2022,14
0013-161X,2023,30
0013-1644,2019,56
0013-1644,2020,51
0013-1644,2021,56
0013-1644,2022,54
0013-1644,2023,43
0013-1725,2019,33
0013-1725,2020,40
0013-1725,2021,34
0013-1725,2022,37
0013-1725,2023,32
0013-1857,2019,154
0013-1857,2020,249
0013-1857,2021,204
0013-1857,2022,189
0013-1857,2023,74
0013-1881,2019,31
0013-1881,2020,35
0013-1881,2021,25
0013-1881,2022,30
0013-1881,2023,24
0013-189X,2019,60
0013-189X,2020,86
0013-189X,2021,73
0013-189X,2022,50
0013-189X,2023,74
0013-1911,2019,66
0013-1911,2020,55
0013-1911,2021,127
0013-1911,2022,111
0013-1911,2023,105
0013-1946,2019,52
0013-1946,2020,29
0013-1946,2021,52
0013-1946,2022,39
0013-1946,2023,40
0013-1954,2019,55
0013-1954,2020,83
0013-1954,2021,114
0013-1954,2022,72
0013-1954,2023,82
